psi  0.6220605401278426 0.6614794100586173 -0.7227491928567613 -0.1856039170762783 -0.5700768408250934 -0.3710410854418352 0.4683497546097234 -0.5221086872918773 0.8364299731200786 0.8413772661078595 0.37922614445624747
gama  -0.3832872769050492 -0.4671542330728381 -0.2835980096189972 -0.03292196556366551 -0.07573356577539986 0.07220520013521309 -0.3313743967572183 0.3915367321553941 -0.5301990443976632 -0.47002823516374936 -0.1885489520033493
